Model	Type	Instance	Competition	Id	Verdict	Answered	Modality	CEX	Trivial	Size
PermAdmissibility	PT	2	ReachabilityFireability	7	TRUE	6	EF	VRAI	COMPLEX	57
PermAdmissibility	PT	2	ReachabilityFireability	8	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	2	ReachabilityFireability	9	TRUE	6	EF	VRAI	COMPLEX	11
PermAdmissibility	PT	2	ReachabilityFireability	10	TRUE	6	EF	VRAI	COMPLEX	3
PermAdmissibility	PT	2	ReachabilityFireability	11	TRUE	6	EF	VRAI	COMPLEX	8
PermAdmissibility	PT	2	ReachabilityFireability	12	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	2	ReachabilityFireability	13	FALSE	6	AG	VRAI	COMPLEX	59
PermAdmissibility	PT	2	ReachabilityFireability	14	FALSE	6	AG	VRAI	COMPLEX	46
PermAdmissibility	PT	2	ReachabilityFireability	15	FALSE	6	AG	VRAI	COMPLEX	41
PermAdmissibility	PT	5	ReachabilityCardinality	0	FALSE	6	AG	VRAI	COMPLEX	38
PermAdmissibility	PT	5	ReachabilityCardinality	1	FALSE	5	EF	FAUX	COMPLEX	6
PermAdmissibility	PT	5	ReachabilityCardinality	2	FALSE	6	AG	VRAI	COMPLEX	94
PermAdmissibility	PT	5	ReachabilityCardinality	3	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityCardinality	4	TRUE	6	AG	FAUX	COMPLEX	2
PermAdmissibility	PT	5	ReachabilityCardinality	5	FALSE	6	AG	VRAI	COMPLEX	59
PermAdmissibility	PT	5	ReachabilityCardinality	6	FALSE	6	EF	FAUX	COMPLEX	14
PermAdmissibility	PT	5	ReachabilityCardinality	7	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityCardinality	8	FALSE	5	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityCardinality	9	FALSE	5	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityCardinality	10	TRUE	6	EF	VRAI	COMPLEX	5
PermAdmissibility	PT	5	ReachabilityCardinality	11	FALSE	5	AG	VRAI	COMPLEX	3
PermAdmissibility	PT	5	ReachabilityCardinality	12	FALSE	6	AG	VRAI	COMPLEX	2
PermAdmissibility	PT	5	ReachabilityCardinality	13	TRUE	5	EF	VRAI	COMPLEX	8
PermAdmissibility	PT	5	ReachabilityCardinality	14	FALSE	6	AG	VRAI	COMPLEX	2
PermAdmissibility	PT	5	ReachabilityCardinality	15	FALSE	6	AG	VRAI	COMPLEX	55
PermAdmissibility	PT	5	ReachabilityFireability	0	TRUE	3	AG	FAUX	CSTTRUE	2
PermAdmissibility	PT	5	ReachabilityFireability	1	FALSE	6	AG	VRAI	COMPLEX	2
PermAdmissibility	PT	5	ReachabilityFireability	2	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityFireability	3	TRUE	6	EF	VRAI	COMPLEX	2
PermAdmissibility	PT	5	ReachabilityFireability	4	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityFireability	5	TRUE	6	EF	VRAI	COMPLEX	38
PermAdmissibility	PT	5	ReachabilityFireability	6	FALSE	6	AG	VRAI	COMPLEX	155
PermAdmissibility	PT	5	ReachabilityFireability	7	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityFireability	8	TRUE	6	EF	VRAI	COMPLEX	2
PermAdmissibility	PT	5	ReachabilityFireability	9	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityFireability	10	TRUE	6	EF	VRAI	COMPLEX	86
PermAdmissibility	PT	5	ReachabilityFireability	11	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	5	ReachabilityFireability	12	FALSE	6	AG	VRAI	COMPLEX	84
PermAdmissibility	PT	5	ReachabilityFireability	13	TRUE	6	EF	VRAI	COMPLEX	31
PermAdmissibility	PT	5	ReachabilityFireability	14	TRUE	6	EF	VRAI	COMPLEX	84
PermAdmissibility	PT	5	ReachabilityFireability	15	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityCardinality	0	FALSE	6	EF	FAUX	COMPLEX	20
PermAdmissibility	PT	10	ReachabilityCardinality	1	TRUE	6	AG	FAUX	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityCardinality	2	FALSE	6	EF	FAUX	COMPLEX	4
PermAdmissibility	PT	10	ReachabilityCardinality	3	TRUE	5	AG	FAUX	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityCardinality	4	TRUE	6	AG	FAUX	COMPLEX	10
PermAdmissibility	PT	10	ReachabilityCardinality	5	FALSE	6	EF	FAUX	COMPLEX	22
PermAdmissibility	PT	10	ReachabilityCardinality	6	FALSE	6	EF	FAUX	COMPLEX	104
PermAdmissibility	PT	10	ReachabilityCardinality	7	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityCardinality	8	TRUE	5	EF	VRAI	COMPLEX	59
PermAdmissibility	PT	10	ReachabilityCardinality	9	TRUE	5	EF	VRAI	COMPLEX	46
PermAdmissibility	PT	10	ReachabilityCardinality	10	FALSE	6	AG	VRAI	COMPLEX	4
PermAdmissibility	PT	10	ReachabilityCardinality	11	FALSE	6	AG	VRAI	COMPLEX	2
PermAdmissibility	PT	10	ReachabilityCardinality	12	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityCardinality	13	FALSE	4	AG	VRAI	COMPLEX	5
PermAdmissibility	PT	10	ReachabilityCardinality	14	FALSE	6	AG	VRAI	COMPLEX	3
PermAdmissibility	PT	10	ReachabilityCardinality	15	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityFireability	0	TRUE	6	EF	VRAI	COMPLEX	14
PermAdmissibility	PT	10	ReachabilityFireability	1	FALSE	3	EF	FAUX	CSTFALSE	88
PermAdmissibility	PT	10	ReachabilityFireability	2	FALSE	6	AG	VRAI	COMPLEX	65
PermAdmissibility	PT	10	ReachabilityFireability	3	FALSE	6	AG	VRAI	COMPLEX	73
PermAdmissibility	PT	10	ReachabilityFireability	4	FALSE	6	AG	VRAI	COMPLEX	21
PermAdmissibility	PT	10	ReachabilityFireability	5	TRUE	3	AG	FAUX	CSTTRUE	48
PermAdmissibility	PT	10	ReachabilityFireability	6	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityFireability	7	TRUE	6	EF	VRAI	COMPLEX	64
PermAdmissibility	PT	10	ReachabilityFireability	8	TRUE	6	EF	VRAI	COMPLEX	66
PermAdmissibility	PT	10	ReachabilityFireability	9	TRUE	6	EF	VRAI	COMPLEX	17
PermAdmissibility	PT	10	ReachabilityFireability	10	TRUE	6	EF	VRAI	COMPLEX	4
PermAdmissibility	PT	10	ReachabilityFireability	11	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityFireability	12	FALSE	6	AG	VRAI	COMPLEX	40
PermAdmissibility	PT	10	ReachabilityFireability	13	TRUE	6	EF	VRAI	COMPLEX	2
PermAdmissibility	PT	10	ReachabilityFireability	14	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	10	ReachabilityFireability	15	TRUE	6	EF	VRAI	COMPLEX	6
PermAdmissibility	PT	20	ReachabilityCardinality	0	TRUE	6	EF	VRAI	COMPLEX	7
PermAdmissibility	PT	20	ReachabilityCardinality	1	FALSE	6	EF	FAUX	COMPLEX	119
PermAdmissibility	PT	20	ReachabilityCardinality	2	FALSE	6	EF	FAUX	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityCardinality	3	TRUE	6	AG	FAUX	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityCardinality	4	TRUE	5	AG	FAUX	COMPLEX	41
PermAdmissibility	PT	20	ReachabilityCardinality	5	TRUE	6	AG	FAUX	COMPLEX	73
PermAdmissibility	PT	20	ReachabilityCardinality	6	TRUE	6	AG	FAUX	COMPLEX	55
PermAdmissibility	PT	20	ReachabilityCardinality	7	TRUE	6	EF	VRAI	COMPLEX	93
PermAdmissibility	PT	20	ReachabilityCardinality	8	TRUE	6	EF	VRAI	COMPLEX	4
PermAdmissibility	PT	20	ReachabilityCardinality	9	FALSE	6	AG	VRAI	COMPLEX	2
PermAdmissibility	PT	20	ReachabilityCardinality	10	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityCardinality	11	FALSE	5	AG	VRAI	COMPLEX	38
PermAdmissibility	PT	20	ReachabilityCardinality	12	FALSE	5	AG	VRAI	COMPLEX	94
PermAdmissibility	PT	20	ReachabilityCardinality	13	TRUE	5	EF	VRAI	COMPLEX	8
PermAdmissibility	PT	20	ReachabilityCardinality	14	FALSE	6	AG	VRAI	COMPLEX	20
PermAdmissibility	PT	20	ReachabilityCardinality	15	TRUE	6	EF	VRAI	COMPLEX	3
PermAdmissibility	PT	20	ReachabilityFireability	0	TRUE	6	EF	VRAI	COMPLEX	2
PermAdmissibility	PT	20	ReachabilityFireability	1	FALSE	3	EF	FAUX	CSTFALSE	2
PermAdmissibility	PT	20	ReachabilityFireability	2	TRUE	6	EF	VRAI	COMPLEX	2
PermAdmissibility	PT	20	ReachabilityFireability	3	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityFireability	4	TRUE	6	EF	VRAI	COMPLEX	36
PermAdmissibility	PT	20	ReachabilityFireability	5	TRUE	6	EF	VRAI	COMPLEX	153
PermAdmissibility	PT	20	ReachabilityFireability	6	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityFireability	7	TRUE	6	EF	VRAI	COMPLEX	4
PermAdmissibility	PT	20	ReachabilityFireability	8	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityFireability	9	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityFireability	10	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityFireability	11	TRUE	6	EF	VRAI	COMPLEX	51
PermAdmissibility	PT	20	ReachabilityFireability	12	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	20	ReachabilityFireability	13	FALSE	6	AG	VRAI	COMPLEX	39
PermAdmissibility	PT	20	ReachabilityFireability	14	TRUE	6	EF	VRAI	COMPLEX	77
PermAdmissibility	PT	20	ReachabilityFireability	15	FALSE	6	AG	VRAI	COMPLEX	41
PermAdmissibility	PT	50	ReachabilityCardinality	0	TRUE	5	EF	VRAI	COMPLEX	130
PermAdmissibility	PT	50	ReachabilityCardinality	1	TRUE	6	AG	FAUX	COMPLEX	1
PermAdmissibility	PT	50	ReachabilityCardinality	2	TRUE	5	AG	FAUX	COMPLEX	3
PermAdmissibility	PT	50	ReachabilityCardinality	3	TRUE	6	EF	VRAI	COMPLEX	2
PermAdmissibility	PT	50	ReachabilityCardinality	4	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	50	ReachabilityCardinality	5	TRUE	6	AG	FAUX	COMPLEX	84
PermAdmissibility	PT	50	ReachabilityCardinality	6	TRUE	6	AG	FAUX	COMPLEX	2
PermAdmissibility	PT	50	ReachabilityCardinality	7	FALSE	6	AG	VRAI	COMPLEX	53
PermAdmissibility	PT	50	ReachabilityCardinality	8	FALSE	6	AG	VRAI	COMPLEX	1
PermAdmissibility	PT	50	ReachabilityCardinality	9	TRUE	4	EF	VRAI	COMPLEX	27
PermAdmissibility	PT	50	ReachabilityCardinality	10	TRUE	5	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	50	ReachabilityCardinality	11	TRUE	5	EF	VRAI	COMPLEX	64
PermAdmissibility	PT	50	ReachabilityCardinality	12	FALSE	6	AG	VRAI	COMPLEX	6
PermAdmissibility	PT	50	ReachabilityCardinality	13	FALSE	6	AG	VRAI	COMPLEX	90
PermAdmissibility	PT	50	ReachabilityCardinality	14	TRUE	6	EF	VRAI	COMPLEX	46
PermAdmissibility	PT	50	ReachabilityCardinality	15	FALSE	6	AG	VRAI	COMPLEX	33
PermAdmissibility	PT	50	ReachabilityFireability	0	FALSE	6	AG	VRAI	COMPLEX	28
PermAdmissibility	PT	50	ReachabilityFireability	1	FALSE	6	AG	VRAI	COMPLEX	99
PermAdmissibility	PT	50	ReachabilityFireability	2	TRUE	6	EF	VRAI	COMPLEX	108
PermAdmissibility	PT	50	ReachabilityFireability	3	TRUE	6	EF	VRAI	COMPLEX	72
PermAdmissibility	PT	50	ReachabilityFireability	4	TRUE	6	EF	VRAI	COMPLEX	21
PermAdmissibility	PT	50	ReachabilityFireability	5	TRUE	6	EF	VRAI	COMPLEX	108
PermAdmissibility	PT	50	ReachabilityFireability	6	TRUE	6	EF	VRAI	COMPLEX	2
PermAdmissibility	PT	50	ReachabilityFireability	7	TRUE	6	EF	VRAI	COMPLEX	1
PermAdmissibility	PT	50	ReachabilityFireability	8	FALSE	6	AG	VRAI	COMPLEX	61
PermAdmissibility	PT	50	ReachabilityFireability	9	FALSE	6	AG	VRAI	COMPLEX	7
PermAdmissibility	PT	50	ReachabilityFireability	10	TRUE	6	EF	VRAI	COMPLEX	69
PermAdmissibility	PT	50	ReachabilityFireability	11	TRUE	6	EF	VRAI	COMPLEX	27
PermAdmissibility	PT	50	ReachabilityFireability	12	TRUE	6	EF	VRAI	COMPLEX	95
PermAdmissibility	PT	50	ReachabilityFireability	13	TRUE	6	EF	VRAI	COMPLEX	33
PermAdmissibility	PT	50	ReachabilityFireability	14	TRUE	6	EF	VRAI	COMPLEX	53
PermAdmissibility	PT	50	ReachabilityFireability	15	TRUE	6	EF	VRAI	COMPLEX	139
Peterson	COL	2	ReachabilityCardinality	0	FALSE	8.99	EF	FAUX	COMPLEX	88
Peterson	COL	2	ReachabilityCardinality	1	TRUE	9.99	AG	FAUX	COMPLEX	18
Peterson	COL	2	ReachabilityCardinality	2	TRUE	9.99	AG	FAUX	COMPLEX	5
Peterson	COL	2	ReachabilityCardinality	3	TRUE	9.99	AG	FAUX	COMPLEX	84
Peterson	COL	2	ReachabilityCardinality	4	FALSE	9.99	EF	FAUX	COMPLEX	118
Peterson	COL	2	ReachabilityCardinality	5	TRUE	9.99	AG	FAUX	COMPLEX	1
Peterson	COL	2	ReachabilityCardinality	6	FALSE	9.99	EF	FAUX	COMPLEX	20
Peterson	COL	2	ReachabilityCardinality	7	FALSE	9.99	EF	FAUX	COMPLEX	2
Peterson	COL	2	ReachabilityCardinality	8	TRUE	9.99	AG	FAUX	COMPLEX	45
Peterson	COL	2	ReachabilityCardinality	9	TRUE	8.99	AG	FAUX	COMPLEX	78
Peterson	COL	2	ReachabilityCardinality	10	TRUE	9.99	AG	FAUX	COMPLEX	3
Peterson	COL	2	ReachabilityCardinality	11	FALSE	9.99	EF	FAUX	COMPLEX	1
Peterson	COL	2	ReachabilityCardinality	12	FALSE	9.99	EF	FAUX	COMPLEX	1
Peterson	COL	2	ReachabilityCardinality	13	TRUE	9.99	AG	FAUX	COMPLEX	1
Peterson	COL	2	ReachabilityCardinality	14	TRUE	9.99	AG	FAUX	COMPLEX	6
Peterson	COL	2	ReachabilityCardinality	15	TRUE	8.99	AG	FAUX	COMPLEX	3
Peterson	COL	2	ReachabilityFireability	0	FALSE	9.99	EF	FAUX	CSTFALSE	22
Peterson	COL	2	ReachabilityFireability	1	TRUE	9.99	EF	VRAI	COMPLEX	9
Peterson	COL	2	ReachabilityFireability	2	TRUE	9.99	EF	VRAI	COMPLEX	1
Peterson	COL	2	ReachabilityFireability	3	FALSE	9.99	AG	VRAI	COMPLEX	1
Peterson	COL	2	ReachabilityFireability	4	FALSE	9.99	AG	VRAI	CSTFALSE	22
Peterson	COL	2	ReachabilityFireability	5	FALSE	9.99	AG	VRAI	COMPLEX	3
Peterson	COL	2	ReachabilityFireability	6	FALSE	9.99	AG	VRAI	COMPLEX	4
Peterson	COL	2	ReachabilityFireability	7	TRUE	9.99	EF	VRAI	COMPLEX	23
Peterson	COL	2	ReachabilityFireability	8	TRUE	9.99	EF	VRAI	COMPLEX	57
Peterson	COL	2	ReachabilityFireability	9	TRUE	9.99	EF	VRAI	COMPLEX	28
Peterson	COL	2	ReachabilityFireability	10	TRUE	9.99	EF	VRAI	COMPLEX	37
Peterson	COL	2	ReachabilityFireability	11	FALSE	9.99	AG	VRAI	COMPLEX	25
Peterson	COL	2	ReachabilityFireability	12	FALSE	9.99	AG	VRAI	COMPLEX	62
Peterson	COL	2	ReachabilityFireability	13	TRUE	9.99	EF	VRAI	COMPLEX	5
Peterson	COL	2	ReachabilityFireability	14	TRUE	9.99	EF	VRAI	COMPLEX	30
Peterson	COL	2	ReachabilityFireability	15	TRUE	9.99	EF	VRAI	COMPLEX	83
Peterson	COL	3	ReachabilityCardinality	0	TRUE	8.99	AG	FAUX	COMPLEX	57
Peterson	COL	3	ReachabilityCardinality	1	TRUE	7.99	AG	FAUX	COMPLEX	95
Peterson	COL	3	ReachabilityCardinality	2	TRUE	8.99	AG	FAUX	COMPLEX	58
Peterson	COL	3	ReachabilityCardinality	3	FALSE	7.99	EF	FAUX	COMPLEX	2
Peterson	COL	3	ReachabilityCardinality	4	FALSE	7.99	EF	FAUX	COMPLEX	80
Peterson	COL	3	ReachabilityCardinality	5	TRUE	7.99	AG	FAUX	COMPLEX	3
Peterson	COL	3	ReachabilityCardinality	6	TRUE	7.99	AG	FAUX	COMPLEX	11
Peterson	COL	3	ReachabilityCardinality	7	FALSE	8.99	EF	FAUX	COMPLEX	106
Peterson	COL	3	ReachabilityCardinality	8	FALSE	7.99	EF	FAUX	COMPLEX	2
Peterson	COL	3	ReachabilityCardinality	9	FALSE	7.99	EF	FAUX	COMPLEX	9
Peterson	COL	3	ReachabilityCardinality	10	TRUE	7.99	AG	FAUX	COMPLEX	1
Peterson	COL	3	ReachabilityCardinality	11	FALSE	7.99	EF	FAUX	COMPLEX	1
Peterson	COL	3	ReachabilityCardinality	12	TRUE	8.99	AG	FAUX	COMPLEX	46
Peterson	COL	3	ReachabilityCardinality	13	FALSE	7.99	EF	FAUX	COMPLEX	51
Peterson	COL	3	ReachabilityCardinality	14	TRUE	7.99	AG	FAUX	COMPLEX	69
Peterson	COL	3	ReachabilityCardinality	15	FALSE	7.99	EF	FAUX	COMPLEX	39
Peterson	COL	3	ReachabilityFireability	0	TRUE	9.99	EF	VRAI	COMPLEX	1
Peterson	COL	3	ReachabilityFireability	1	TRUE	9.99	EF	VRAI	COMPLEX	1
Peterson	COL	3	ReachabilityFireability	2	TRUE	9.99	EF	VRAI	COMPLEX	1
Peterson	COL	3	ReachabilityFireability	3	FALSE	8.99	AG	VRAI	COMPLEX	107
Peterson	COL	3	ReachabilityFireability	4	FALSE	9.99	AG	VRAI	COMPLEX	1
Peterson	COL	3	ReachabilityFireability	5	TRUE	9.99	EF	VRAI	COMPLEX	69
Peterson	COL	3	ReachabilityFireability	6	TRUE	8.99	EF	VRAI	COMPLEX	71
Peterson	COL	3	ReachabilityFireability	7	FALSE	9.99	EF	FAUX	CSTFALSE	13
Peterson	COL	3	ReachabilityFireability	8	FALSE	8.99	AG	VRAI	COMPLEX	23
Peterson	COL	3	ReachabilityFireability	9	FALSE	8.99	AG	VRAI	COMPLEX	3
Peterson	COL	3	ReachabilityFireability	10	FALSE	8.99	AG	VRAI	COMPLEX	65
Peterson	COL	3	ReachabilityFireability	11	TRUE	8.99	EF	VRAI	COMPLEX	1
Peterson	COL	3	ReachabilityFireability	12	TRUE	8.99	EF	VRAI	COMPLEX	14
Peterson	COL	3	ReachabilityFireability	13	TRUE	8.99	EF	VRAI	COMPLEX	40
Peterson	COL	3	ReachabilityFireability	14	TRUE	9.99	AG	FAUX	CSTTRUE	1
Peterson	COL	3	ReachabilityFireability	15	FALSE	8.99	AG	VRAI	COMPLEX	1
Peterson	COL	4	ReachabilityCardinality	0	FALSE	7.99	EF	FAUX	COMPLEX	2
Peterson	COL	4	ReachabilityCardinality	1	FALSE	7.99	EF	FAUX	COMPLEX	1
Peterson	COL	4	ReachabilityCardinality	2	TRUE	7.99	AG	FAUX	COMPLEX	61
Peterson	COL	4	ReachabilityCardinality	3	FALSE	7.99	EF	FAUX	COMPLEX	61
Peterson	COL	4	ReachabilityCardinality	4	TRUE	7.99	AG	FAUX	COMPLEX	48
Peterson	COL	4	ReachabilityCardinality	5	TRUE	7.99	AG	FAUX	COMPLEX	12
Peterson	COL	4	ReachabilityCardinality	6	FALSE	7.99	EF	FAUX	COMPLEX	4
Peterson	COL	4	ReachabilityCardinality	7	TRUE	7.99	AG	FAUX	COMPLEX	45
Peterson	COL	4	ReachabilityCardinality	8	TRUE	7.99	AG	FAUX	COMPLEX	4
Peterson	COL	4	ReachabilityCardinality	9	FALSE	7.99	EF	FAUX	COMPLEX	14
Peterson	COL	4	ReachabilityCardinality	10	FALSE	7.99	EF	FAUX	COMPLEX	2
Peterson	COL	4	ReachabilityCardinality	11	TRUE	7.99	AG	FAUX	COMPLEX	53
Peterson	COL	4	ReachabilityCardinality	12	FALSE	7	AG	VRAI	COMPLEX	2
Peterson	COL	4	ReachabilityCardinality	13	TRUE	7.99	AG	FAUX	COMPLEX	115
Peterson	COL	4	ReachabilityCardinality	14	TRUE	7.99	AG	FAUX	COMPLEX	3
Peterson	COL	4	ReachabilityCardinality	15	TRUE	7.99	AG	FAUX	COMPLEX	117
Peterson	COL	4	ReachabilityFireability	0	FALSE	5	EF	FAUX	CSTFALSE	1
Peterson	COL	4	ReachabilityFireability	1	TRUE	7	EF	VRAI	COMPLEX	1
Peterson	COL	4	ReachabilityFireability	2	FALSE	7	AG	VRAI	COMPLEX	76
Peterson	COL	4	ReachabilityFireability	3	TRUE	7	EF	VRAI	COMPLEX	81
Peterson	COL	4	ReachabilityFireability	4	TRUE	7	EF	VRAI	COMPLEX	118
Peterson	COL	4	ReachabilityFireability	5	FALSE	2.25	EF	FAUX	COMPLEX	21
Peterson	COL	4	ReachabilityFireability	6	TRUE	2.25	AG	FAUX	COMPLEX	25
Peterson	COL	4	ReachabilityFireability	7	FALSE	7	AG	VRAI	COMPLEX	28
Peterson	COL	4	ReachabilityFireability	8	TRUE	2.25	AG	FAUX	COMPLEX	6
Peterson	COL	4	ReachabilityFireability	9	FALSE	7	AG	VRAI	COMPLEX	1
Peterson	COL	4	ReachabilityFireability	10	TRUE	7	EF	VRAI	COMPLEX	50
Peterson	COL	4	ReachabilityFireability	11	FALSE	7	AG	VRAI	COMPLEX	50
Peterson	COL	4	ReachabilityFireability	12	TRUE	7	EF	VRAI	COMPLEX	1
Peterson	COL	4	ReachabilityFireability	13	FALSE	7	AG	VRAI	COMPLEX	46
Peterson	COL	4	ReachabilityFireability	14	FALSE	7	AG	VRAI	COMPLEX	44
Peterson	COL	4	ReachabilityFireability	15	FALSE	7	AG	VRAI	COMPLEX	85
Peterson	COL	5	ReachabilityCardinality	0	TRUE	6	AG	FAUX	COMPLEX	12
Peterson	COL	5	ReachabilityCardinality	1	TRUE	6	AG	FAUX	COMPLEX	2
Peterson	COL	5	ReachabilityCardinality	2	TRUE	7	AG	FAUX	COMPLEX	40
Peterson	COL	5	ReachabilityCardinality	3	TRUE	6	AG	FAUX	COMPLEX	36
Peterson	COL	5	ReachabilityCardinality	4	TRUE	6	AG	FAUX	COMPLEX	70
Peterson	COL	5	ReachabilityCardinality	5	FALSE	6	EF	FAUX	COMPLEX	1
Peterson	COL	5	ReachabilityCardinality	6	FALSE	7	EF	FAUX	COMPLEX	111
Peterson	COL	5	ReachabilityCardinality	7	TRUE	6	AG	FAUX	COMPLEX	4
Peterson	COL	5	ReachabilityCardinality	8	FALSE	6	AG	VRAI	COMPLEX	1
Peterson	COL	5	ReachabilityCardinality	9	TRUE	6	AG	FAUX	COMPLEX	1
Peterson	COL	5	ReachabilityCardinality	10	FALSE	6	EF	FAUX	COMPLEX	1
Peterson	COL	5	ReachabilityCardinality	11	FALSE	6	AG	VRAI	COMPLEX	111
Peterson	COL	5	ReachabilityCardinality	12	FALSE	6	EF	FAUX	COMPLEX	24
Peterson	COL	5	ReachabilityCardinality	13	TRUE	6	AG	FAUX	COMPLEX	3
Peterson	COL	5	ReachabilityCardinality	14	FALSE	7	EF	FAUX	CSTFALSE	24
Peterson	COL	5	ReachabilityCardinality	15	TRUE	6	AG	FAUX	COMPLEX	3
Peterson	COL	5	ReachabilityFireability	0	FALSE	6	AG	VRAI	COMPLEX	126
Peterson	COL	5	ReachabilityFireability	1	FALSE	6	AG	VRAI	COMPLEX	35
Peterson	COL	5	ReachabilityFireability	2	TRUE	6	EF	VRAI	COMPLEX	1
Peterson	COL	5	ReachabilityFireability	3	TRUE	6	EF	VRAI	COMPLEX	56
Peterson	COL	5	ReachabilityFireability	4	FALSE	6	AG	VRAI	COMPLEX	37
Peterson	COL	5	ReachabilityFireability	5	FALSE	6	AG	VRAI	COMPLEX	1
Peterson	COL	5	ReachabilityFireability	6	TRUE	6	EF	VRAI	COMPLEX	6
Peterson	COL	5	ReachabilityFireability	7	TRUE	6	EF	VRAI	COMPLEX	84
Peterson	COL	5	ReachabilityFireability	8	FALSE	6	AG	VRAI	COMPLEX	118
Peterson	COL	5	ReachabilityFireability	9	FALSE	6	AG	VRAI	COMPLEX	1
Peterson	COL	5	ReachabilityFireability	10	FALSE	6	AG	VRAI	COMPLEX	20
Peterson	COL	5	ReachabilityFireability	11	FALSE	6	AG	VRAI	COMPLEX	2
Peterson	COL	5	ReachabilityFireability	12	TRUE	6	EF	VRAI	COMPLEX	45
Peterson	COL	5	ReachabilityFireability	13	FALSE	6	AG	VRAI	COMPLEX	3
Peterson	COL	5	ReachabilityFireability	14	FALSE	6	AG	VRAI	COMPLEX	1
Peterson	COL	5	ReachabilityFireability	15	FALSE	6	AG	VRAI	COMPLEX	4
Peterson	COL	6	ReachabilityCardinality	0	TRUE	6	AG	FAUX	COMPLEX	1
Peterson	COL	6	ReachabilityCardinality	1	FALSE	6	EF	FAUX	COMPLEX	14
Peterson	COL	6	ReachabilityCardinality	2	TRUE	6	EF	VRAI	COMPLEX	2
Peterson	COL	6	ReachabilityCardinality	3	TRUE	6	AG	FAUX	COMPLEX	1
Peterson	COL	6	ReachabilityCardinality	4	TRUE	6	AG	FAUX	COMPLEX	31
Peterson	COL	6	ReachabilityCardinality	5	FALSE	6	EF	FAUX	COMPLEX	1
Peterson	COL	6	ReachabilityCardinality	6	TRUE	6	AG	FAUX	COMPLEX	2
Peterson	COL	6	ReachabilityCardinality	7	TRUE	5	EF	VRAI	COMPLEX	51
Peterson	COL	6	ReachabilityCardinality	8	TRUE	6	AG	FAUX	COMPLEX	3
Peterson	COL	6	ReachabilityCardinality	9	TRUE	6	EF	VRAI	COMPLEX	4
Peterson	COL	6	ReachabilityCardinality	10	TRUE	6	AG	FAUX	COMPLEX	23
Peterson	COL	6	ReachabilityCardinality	11	FALSE	6	EF	FAUX	COMPLEX	57
Peterson	COL	6	ReachabilityCardinality	12	TRUE	6	AG	FAUX	COMPLEX	28
Peterson	COL	6	ReachabilityCardinality	13	FALSE	6	EF	FAUX	COMPLEX	37
Peterson	COL	6	ReachabilityCardinality	14	TRUE	6	AG	FAUX	COMPLEX	25
Peterson	COL	6	ReachabilityCardinality	15	FALSE	6	EF	FAUX	COMPLEX	62
Peterson	COL	6	ReachabilityFireability	0	UNKNOWN	0	EF	FAUX	COMPLEX	64
Peterson	COL	6	ReachabilityFireability	1	TRUE	5	EF	VRAI	COMPLEX	69
Peterson	COL	6	ReachabilityFireability	2	TRUE	5	EF	VRAI	COMPLEX	39
